account_id,total_amount,total_balance,transaction_count,Trans Withdrawal_x,Trans_Credit,Trans_Debit,Collection From Other Bank,Credit Card Withdrawal,Credit in Cash,Interest,Remittance From Other Bank,Trans Withdrawal_y,Household Payment,Insurance Payment,Interest Credit,Loan Payment,Old age Pension Payment,Payment of Statement,Sanction Negative Bal.,Standard Payment
2292,344331.3,7780311.1,320,0,107,213,42,0,23,42,112,101,37,38,42,0,0,37,0,129
2293,916984.1,9179433.0,354,0,138,216,70,0,1,67,65,151,65,0,67,0,70,65,0,87
2294,810868.8,3434669.8,139,0,56,83,0,0,29,27,23,60,23,0,27,0,0,22,0,67
2295,2295253.7,9610108.1,176,14,78,84,0,0,48,30,0,98,0,0,30,0,0,27,0,119
2296,1293658.0,4920427.4,132,0,58,74,0,0,30,28,20,54,20,0,28,0,0,18,0,66
2297,437106.1,5062115.8,276,0,93,183,0,0,51,42,112,71,37,37,42,0,0,37,0,85
2298,3084163.7,17003176.4,363,0,133,230,0,6,67,66,61,163,61,0,66,0,0,61,0,175
2299,407115.1,1699274.0,107,0,50,57,0,0,27,23,0,57,0,0,23,0,0,18,0,66
2300,37700.0,234800.0,15,0,9,6,0,0,9,0,0,6,0,0,0,0,0,0,0,15
2301,1651168.4,10617476.3,214,0,79,135,0,24,41,38,34,77,34,0,38,0,0,33,0,109
2302,1741471.3,14146692.0,413,0,130,283,0,0,66,64,118,165,59,0,64,0,0,59,0,172
2303,1059280.0,4783034.7,134,0,51,83,0,0,26,25,21,62,21,0,25,0,0,20,0,68
2304,1584503.8,5294515.5,130,9,59,62,0,0,26,33,0,71,0,0,33,0,0,22,0,75
2305,519144.6,3012130.0,299,0,116,183,60,0,16,40,0,183,38,0,40,0,0,35,22,164
2306,1701401.2,13556541.3,413,0,128,285,0,0,68,60,112,173,56,0,60,0,0,55,0,186
2307,420083.8,4088398.5,229,0,85,144,42,0,1,42,74,70,37,0,42,0,42,37,0,34
2309,2676944.0,12247635.6,406,0,152,254,0,0,78,74,66,188,66,0,74,0,0,64,0,202
2310,741507.9,8795418.0,230,0,100,130,0,0,59,41,37,93,37,0,41,0,0,36,0,116
2311,602955.5,2770294.1,70,0,30,40,0,0,16,14,10,30,10,0,14,0,0,9,0,37
2312,153673.6,947441.4,59,0,28,31,15,0,1,12,11,20,11,0,12,0,15,10,0,11
2313,1919369.8,14438242.5,453,14,169,270,68,0,33,68,128,156,64,0,68,0,0,63,0,194
2314,719174.7,4444052.6,125,0,56,69,0,0,29,27,0,69,0,0,27,0,0,22,0,76
2315,493246.1,9783914.3,287,0,113,174,58,0,1,54,54,120,54,0,54,0,58,53,0,68
2316,141115.8,2812655.3,112,0,42,70,17,0,8,17,38,32,13,0,17,0,0,12,0,45
2317,299488.8,2962406.2,154,0,58,96,32,0,2,24,48,48,24,0,24,0,32,22,0,28
2318,3103922.2,27972872.0,536,0,126,410,0,0,64,62,232,178,58,58,62,0,0,57,0,185
2319,1732604.2,6456826.7,152,8,69,75,0,0,40,29,20,63,20,0,29,0,0,22,0,81
2321,5911059.8,28254860.7,424,30,178,216,0,5,110,68,0,241,0,0,68,0,0,66,0,290
2322,3132777.2,20932281.1,460,7,116,337,0,0,68,48,204,140,44,45,48,24,0,46,0,162
2323,2098252.3,13939168.1,256,0,90,166,0,0,46,44,39,127,39,0,44,0,0,39,0,134
2324,573801.1,2310276.8,97,0,39,58,0,0,20,19,15,43,15,0,19,0,0,14,0,49
2325,796619.7,4732272.4,153,0,45,108,0,0,23,22,53,55,18,18,22,0,0,17,0,61
2326,2285547.7,13225708.0,321,19,131,171,0,0,72,59,56,134,56,0,59,0,0,56,0,150
2327,2305033.4,8598400.5,330,6,145,179,66,0,13,66,62,123,62,0,66,0,0,61,0,141
2328,1042555.6,22962780.0,454,0,162,292,84,28,2,76,74,190,74,0,76,0,84,74,0,146
2329,389187.1,3140658.4,139,0,60,79,0,0,32,28,24,55,24,0,28,0,0,23,0,64
2330,470551.7,7750463.4,399,0,139,260,71,0,1,67,134,126,67,0,67,0,0,66,0,132
2331,266337.6,4025381.1,230,0,85,145,44,0,1,40,80,65,40,0,40,0,0,39,0,71
2332,520418.7,6967411.2,139,0,64,75,0,1,37,27,23,51,23,0,27,0,0,22,0,67
2333,833483.4,9544548.3,276,0,139,137,0,0,88,51,0,137,0,0,51,0,0,49,0,176
2334,1163644.9,6997559.5,214,7,93,114,33,0,27,33,46,75,29,0,33,17,0,28,0,107
2335,1033905.6,2201190.9,329,0,98,231,0,0,36,62,124,107,29,28,62,10,0,28,38,77
2336,862798.9,7567027.7,376,0,163,213,0,0,97,66,61,152,61,0,66,0,0,61,0,188
2337,757224.8,5275447.8,106,0,37,69,0,0,20,17,26,43,13,0,17,0,0,12,0,51
2338,1196879.1,5462329.9,80,5,41,34,0,0,25,16,0,39,0,0,16,0,0,8,0,56
2339,303086.4,2206430.2,124,0,52,72,27,0,1,24,23,49,23,0,24,0,27,22,0,28
2340,318627.3,2634819.3,83,0,39,44,0,0,21,18,0,44,0,0,18,0,0,13,0,52
2341,211615.9,3189687.2,203,0,71,132,37,0,1,33,64,68,32,0,33,0,0,32,0,74
2342,438702.5,7635031.6,343,0,137,206,70,0,1,66,66,140,66,0,66,0,0,65,0,146
2343,1261085.0,11848563.3,303,0,117,186,0,0,69,48,68,118,44,0,48,24,0,43,0,144
2344,549226.2,6260541.2,330,0,122,208,60,0,2,60,104,104,52,0,60,0,60,50,0,56
2345,2684995.8,13135026.2,400,11,127,262,62,0,3,62,107,166,58,0,62,49,0,57,0,174
2346,1069367.1,4611333.2,193,6,49,138,0,0,24,25,81,63,21,18,25,0,0,27,11,49
2347,715273.4,6409407.4,274,0,108,166,56,0,2,50,48,118,48,0,50,0,56,46,0,74
2348,1108454.4,4973458.6,204,0,72,132,0,0,37,35,60,72,30,0,35,0,0,30,0,79
2349,651804.4,4271252.4,244,0,104,140,54,0,2,48,46,94,46,0,48,0,54,44,0,52
2350,2190575.6,10309736.8,199,5,71,123,0,0,46,25,62,66,21,0,25,20,0,21,0,91
2351,634767.1,4206977.6,81,0,34,47,0,0,18,16,11,36,11,0,16,0,0,11,0,43
2352,2037010.8,21245516.3,400,0,98,302,0,0,51,47,160,142,43,42,47,32,0,42,0,151
2353,1285049.2,12314333.8,247,0,85,162,0,0,46,39,70,92,35,0,39,0,0,34,0,104
2354,812791.0,5070436.9,105,0,44,61,0,1,23,21,16,44,16,0,21,0,0,16,0,52
2355,4351446.5,14375975.8,258,27,97,134,48,0,1,48,0,161,0,0,48,0,0,43,0,167
2356,1690890.2,8826977.0,202,6,104,92,0,0,54,50,0,98,0,0,50,0,0,42,0,110
2357,903979.0,8460008.1,357,0,145,212,72,0,1,72,67,145,67,0,72,0,72,67,0,79
2358,806614.3,5363027.4,192,0,83,109,0,0,44,39,35,74,35,0,39,0,0,34,0,84
2359,380102.9,3509554.4,165,0,73,92,0,0,44,29,25,67,25,0,29,0,0,24,0,87
2360,1176314.1,7127319.6,161,0,58,103,0,0,30,28,23,80,23,0,28,0,0,23,0,87
2361,1193211.4,7240009.5,367,0,159,208,0,0,101,58,89,119,53,0,58,36,0,53,0,167
2362,283248.4,3931565.2,204,0,90,114,48,0,2,40,38,76,38,0,40,0,0,38,0,88
2363,681404.1,8381235.1,307,0,103,204,51,0,1,51,92,112,46,0,51,0,51,46,0,67
2364,508014.8,5193574.5,235,0,89,146,44,0,1,44,39,107,39,0,44,0,44,39,0,69
2365,490495.0,5607266.1,241,0,101,140,50,0,1,50,46,94,46,0,50,0,50,45,0,50
2366,188401.4,1743376.2,99,0,36,63,19,0,1,16,29,34,14,0,16,0,19,14,0,21
2367,1942316.2,11863509.2,291,0,94,197,0,0,48,46,83,114,41,0,46,0,0,41,0,121
2369,1060605.2,8150632.4,188,0,76,112,0,0,42,34,48,64,24,0,34,0,0,24,0,82
2370,530865.4,3138325.8,72,0,33,39,0,9,18,15,10,20,10,0,15,0,0,10,0,37
2371,944343.4,5985263.4,124,10,54,60,0,0,28,26,24,46,6,6,26,0,0,6,0,68
2372,152046.4,2286975.7,128,0,42,86,18,0,6,18,53,33,14,13,18,0,0,13,0,44
2373,248339.7,1610182.7,118,0,51,67,27,0,1,23,22,45,22,0,23,0,27,22,0,24
2374,235602.9,3219689.4,164,0,75,89,37,0,1,37,33,56,33,0,37,0,0,32,0,62
2375,2751616.4,19668434.0,358,0,111,247,0,0,56,55,101,146,51,0,55,0,0,50,0,152
2376,1130361.3,4778468.2,129,0,51,78,0,0,27,24,20,58,20,0,24,0,0,19,0,66
2377,415666.9,5309297.9,282,0,95,187,49,0,1,45,88,99,44,0,45,0,49,44,0,56
2378,5315969.9,23779722.7,435,14,186,235,0,0,114,72,71,178,71,0,72,0,0,70,0,222
2379,835185.4,10224224.1,485,0,152,333,0,0,81,71,199,134,66,67,71,0,0,66,0,149
2380,367437.1,3740469.6,116,0,52,64,0,0,30,22,18,46,18,0,22,0,0,17,0,59
2381,810146.3,5083352.9,121,0,48,73,0,0,26,22,17,56,17,0,22,0,0,17,0,65
2382,693188.5,6569824.6,291,0,111,180,57,0,1,53,53,127,53,0,53,0,57,52,0,76
2383,741851.9,8052480.5,202,0,67,135,0,0,38,29,73,62,24,25,29,0,0,24,0,76
2384,4937619.0,13699018.9,235,5,97,133,48,0,1,48,0,138,0,0,48,0,0,43,0,144
2385,994247.0,5947505.2,113,0,52,61,0,3,27,25,0,58,0,0,25,0,0,20,0,68
2386,863581.0,8408424.5,148,0,52,96,0,0,28,24,39,57,20,0,24,0,0,19,0,66
2387,288158.6,2010342.4,130,0,59,71,30,0,1,28,25,46,25,0,28,0,30,25,0,22
2388,441524.6,7341160.5,301,0,129,172,66,0,1,62,62,110,62,0,62,0,0,61,0,116
2389,1430558.3,8506984.8,177,0,63,114,0,0,32,31,27,87,27,0,31,0,0,26,0,93
2390,5335221.2,21518875.0,444,30,168,246,0,0,100,68,106,170,54,0,68,0,0,62,0,208
2391,244948.5,2176596.0,66,0,32,34,0,0,18,14,9,25,9,0,14,0,0,9,0,34
2392,266645.7,1027762.4,38,0,25,13,0,1,9,16,0,12,0,0,16,0,0,0,0,22
2393,1701185.7,12817078.3,416,0,152,264,0,0,80,72,67,197,67,0,72,0,0,67,0,210
2394,989190.8,7038421.2,202,6,62,134,0,0,30,32,60,80,20,20,32,0,0,20,0,90
2395,514817.9,5773516.1,168,0,77,91,0,0,47,30,25,66,25,0,30,0,0,25,0,88
2396,578337.7,7287283.1,318,0,137,181,70,0,1,66,66,115,66,0,66,0,70,65,0,51
2397,376797.8,4394668.2,188,0,77,111,0,0,47,30,50,61,25,0,30,0,0,25,0,83
2398,295199.6,5405588.2,150,0,94,56,0,0,69,25,0,56,0,0,25,0,0,22,0,103
2399,782350.4,10813009.3,327,0,191,136,0,0,135,56,0,136,0,0,56,0,0,54,0,217
2400,451901.4,7930496.2,278,0,114,164,60,0,2,52,50,114,50,0,52,0,60,50,0,66
2401,685973.1,9127335.6,266,0,102,164,52,0,1,49,48,116,48,0,49,0,52,47,0,70
2402,153449.8,1860691.1,57,0,29,28,14,0,1,14,9,19,9,0,14,0,14,9,0,11
2403,425038.1,4804360.2,191,0,86,105,0,0,52,34,30,75,30,0,34,0,0,29,0,98
2404,1062315.0,4916284.4,198,0,80,118,0,0,42,38,28,90,28,0,38,0,0,28,0,104
2405,1241742.2,7271035.8,232,0,96,136,0,0,52,44,34,102,34,0,44,0,0,34,0,120
2406,583744.2,5510062.8,280,0,126,154,66,0,2,58,58,96,58,0,58,0,66,56,0,42
2407,685113.0,3754617.3,159,0,63,96,0,0,34,29,24,72,24,0,29,0,0,24,0,82
2408,796842.1,6871472.8,145,0,50,95,0,0,26,24,40,55,20,0,24,0,0,19,0,62
2409,747611.7,8616734.4,192,0,78,114,0,1,44,34,30,83,30,0,34,0,0,29,0,99
2410,1525072.4,26685140.4,608,0,262,346,134,4,2,126,124,218,124,0,126,0,134,124,0,100
2411,3164103.9,16980105.0,331,0,134,197,0,0,68,66,0,197,0,0,66,0,0,61,0,204
2413,463341.5,2409225.2,76,0,32,44,0,0,18,14,13,31,10,0,14,3,0,9,0,40
2414,264788.9,3832227.0,257,0,91,166,47,0,1,43,84,82,42,0,43,0,0,42,0,88
2415,711641.1,3287024.5,110,0,46,64,0,0,24,22,17,47,17,0,22,0,0,17,0,54
2416,2611270.4,10763524.8,364,0,146,218,0,0,76,70,62,156,62,0,70,0,0,60,0,172
2417,702557.5,7406952.5,376,0,135,241,0,0,71,64,120,121,60,0,64,0,0,59,0,133
2418,2842683.0,10387035.0,175,9,83,83,0,4,56,27,0,88,0,0,27,0,0,25,0,123
2419,6025956.8,27883782.8,420,14,182,224,0,0,121,61,12,226,0,0,61,12,0,57,0,290
2420,232326.1,2390702.3,149,0,64,85,30,0,4,30,26,59,26,0,30,0,0,25,0,68
2421,575403.4,19112352.0,558,0,182,376,94,2,2,86,252,122,84,84,86,0,0,84,0,136
2422,330897.6,3643433.2,140,0,58,82,32,0,2,24,24,58,24,0,24,0,32,22,0,38
2423,782589.6,7730153.5,419,0,137,282,70,0,1,66,130,152,65,0,66,0,70,65,0,88
2424,4521182.5,19494889.3,288,21,121,146,0,1,85,36,34,132,34,0,36,0,0,33,0,185
2425,1462430.7,11320317.9,411,0,166,245,0,0,95,71,66,179,66,0,71,0,0,66,0,208
2427,2046250.2,13531697.9,406,16,132,258,0,0,73,59,165,109,55,55,59,0,0,54,0,128
2428,4336692.2,25236572.8,630,0,262,368,0,0,134,128,0,368,0,0,128,0,0,118,0,384
2429,2270255.0,23951708.6,476,0,152,324,0,0,82,70,132,192,66,0,70,0,0,65,0,209
2430,1006613.0,8406247.3,228,0,107,121,0,0,57,50,0,121,0,0,50,0,0,45,0,133
2431,747348.1,11476777.6,348,0,122,226,0,0,76,46,125,101,41,42,46,0,0,41,0,136
2432,344331.6,4184404.2,158,0,62,96,32,0,1,29,27,69,27,0,29,0,32,27,0,43
2433,626253.3,10580597.6,352,0,138,214,70,0,1,67,66,148,66,0,67,0,70,65,0,84
2434,795695.0,6672344.5,360,0,169,191,0,0,98,71,67,124,67,0,71,0,0,66,0,156
2435,4702010.0,18722169.4,371,21,150,200,0,0,89,61,57,164,57,0,61,0,0,58,0,195
2436,1276597.6,16599203.0,331,0,142,189,0,0,75,67,0,189,0,0,67,0,0,62,0,202
2437,209786.5,3299636.9,206,0,75,131,37,0,1,37,64,67,32,0,37,0,0,32,0,73
2438,272207.3,1035187.4,61,0,28,33,0,0,15,13,16,17,8,0,13,0,0,8,0,24
2439,692808.2,6139057.6,284,0,108,176,56,0,2,50,46,130,46,0,50,0,56,46,0,86
2440,562063.1,2449132.9,68,0,25,43,0,0,13,12,21,22,7,7,12,0,0,7,0,28
2441,922344.2,7350645.9,170,0,50,120,0,2,26,24,60,58,20,20,24,0,0,19,0,67
2442,86640.2,1128267.5,73,0,29,44,16,0,1,12,22,22,11,0,12,0,0,11,0,28
2443,924331.2,3368496.3,98,0,37,61,0,0,19,18,14,47,14,0,18,0,0,13,0,53
2444,959378.4,5578733.7,81,12,34,35,16,6,2,16,0,41,0,0,16,0,0,11,0,54
2445,2592316.4,10474280.4,189,8,84,97,0,0,55,29,12,93,0,0,29,12,0,26,0,122
2446,1215026.7,10148784.2,269,0,104,165,0,0,57,47,43,122,43,0,47,0,0,42,0,137
2447,880308.2,6340211.8,186,0,80,106,0,0,44,36,26,80,26,0,36,0,0,26,0,98
2448,115961.2,1495542.6,97,0,35,62,19,0,1,15,28,34,14,0,15,0,0,14,0,40
2449,159918.3,1102950.0,27,0,20,7,0,0,12,8,0,7,0,0,8,0,0,0,0,19
2450,1716579.5,14069814.3,215,0,68,147,0,7,35,33,56,84,28,0,33,0,0,28,0,98
2451,660246.4,3098936.5,104,0,42,62,0,0,22,20,16,46,16,0,20,0,0,15,0,53
2452,339475.0,2829262.2,136,0,62,74,34,0,2,26,26,48,26,0,26,0,34,24,0,26
2453,888701.6,14070262.4,630,0,282,348,140,0,2,140,130,218,130,0,140,0,0,130,0,230
2454,1003732.4,11403549.4,341,0,190,151,0,0,134,56,0,151,0,0,56,0,0,54,0,231
2455,260319.9,2847079.3,104,0,47,57,23,0,1,23,18,39,18,0,23,0,23,18,0,22
2456,2308608.7,10852185.9,265,20,98,147,40,0,18,40,67,100,35,0,40,32,0,35,0,123
2457,808672.5,7072460.1,318,0,140,178,0,0,79,61,57,121,57,0,61,0,0,56,0,144
2458,3887111.0,14949798.4,332,28,141,163,69,0,3,69,0,191,0,0,69,0,0,64,0,199
2459,279827.8,3228852.0,142,0,66,76,32,0,2,32,22,54,22,0,32,0,32,22,0,34
2460,948272.6,10504982.1,297,0,135,162,0,3,74,61,0,159,0,0,61,0,0,56,0,180
2461,127307.5,1371312.3,67,0,40,27,0,0,25,15,0,27,0,0,15,0,0,11,0,41
2463,1659860.5,8261133.5,266,0,102,164,0,0,52,50,46,118,46,0,50,0,0,45,0,125
2464,4419575.2,19755061.4,447,14,167,266,0,0,101,66,128,152,64,0,66,0,0,64,0,189
2465,313745.1,3094627.5,154,0,55,99,27,0,1,27,44,55,22,0,27,0,27,22,0,34
2466,895738.1,8598463.9,128,0,44,84,0,2,23,21,34,48,17,0,21,0,0,16,0,57
2467,3265276.5,21209562.5,397,0,136,261,0,27,69,67,62,172,62,0,67,0,0,62,0,206
2468,157534.1,2429325.3,116,0,55,61,29,0,1,25,25,36,25,0,25,0,0,24,0,42
2469,211082.8,2863636.4,154,0,65,89,34,0,1,30,30,59,30,0,30,0,0,29,0,65
2470,2140982.9,13807829.4,400,0,110,290,0,0,57,53,146,144,49,48,53,0,0,48,0,153
2471,10191830.6,71377880.2,938,30,224,684,108,4,8,108,400,310,100,100,108,0,0,98,0,332
2472,4058047.6,42948224.0,688,0,246,442,0,76,128,118,110,256,110,0,118,0,0,108,0,352
2473,371645.0,6284021.4,364,0,130,234,68,0,2,60,118,116,0,0,60,0,0,58,0,246
2474,252609.4,3076221.3,198,0,74,124,32,0,10,32,56,68,28,0,32,0,0,27,0,83
2475,735078.9,4819721.9,199,0,57,142,0,0,31,26,86,56,22,22,26,0,0,21,0,66
2476,1018875.8,9166852.4,536,0,234,302,120,0,2,112,110,192,110,0,112,0,120,110,0,84
2477,243219.4,1890238.3,109,0,52,57,0,0,29,23,18,39,18,0,23,0,0,18,0,50
2479,870132.1,8871293.6,439,0,137,302,0,0,74,63,175,127,59,58,63,0,0,58,0,143
2480,1506896.6,6304895.2,102,12,45,45,0,1,29,16,0,56,0,0,16,0,0,13,0,73
2481,85100.0,663000.0,39,0,21,18,0,0,21,0,0,18,0,0,0,0,0,0,0,39
2482,1485901.9,15151207.0,475,0,130,345,0,0,72,58,216,129,54,54,58,0,0,53,0,148
2483,1343565.2,7627926.9,168,0,56,112,0,1,29,27,44,67,22,0,27,0,0,22,0,75
2484,2301899.2,18511021.9,608,0,147,461,0,0,75,72,269,192,67,68,72,0,0,67,0,200
2485,107151.3,1091399.5,60,0,29,31,16,0,1,12,12,19,12,0,12,0,16,11,0,9
2486,6910402.4,29842848.4,534,51,198,285,0,0,128,70,12,324,0,0,70,12,0,67,0,385
2487,475696.3,7590472.6,311,0,99,212,0,0,61,38,136,76,34,34,38,0,0,33,0,104
2488,795368.2,14396096.6,604,0,278,326,138,0,2,138,130,196,130,0,138,0,0,128,0,208
2489,795144.2,7768345.9,349,0,141,208,70,0,1,70,65,143,65,0,70,0,70,65,0,79
2490,1410726.7,13725776.5,310,0,97,213,0,0,51,46,84,129,42,0,46,0,0,41,0,139
2491,531742.5,4998218.0,218,0,75,143,0,0,41,34,60,83,30,0,34,0,0,29,0,95
2492,208350.7,1627731.9,87,0,33,54,16,0,1,16,23,31,11,0,16,0,16,11,0,21
2493,2839577.4,36436201.4,764,0,348,416,0,0,210,138,128,288,128,0,138,0,0,128,0,370
2494,4868985.6,22995577.9,433,29,113,291,56,0,1,56,155,165,52,51,56,0,0,51,0,171
2495,66400.0,554700.0,22,0,18,4,0,0,18,0,0,4,0,0,0,0,0,0,0,22
2496,2010373.6,13621164.6,634,0,258,376,0,0,148,110,174,202,102,0,110,72,0,100,0,250
2497,940179.9,7433938.0,354,0,152,202,0,0,83,69,65,137,65,0,69,0,0,64,0,156
2498,705909.9,5506465.4,185,0,74,111,0,0,40,34,30,81,30,0,34,0,0,29,0,92
2499,571012.5,7380024.5,254,0,88,166,0,0,53,35,91,75,30,30,35,0,0,30,0,98
2500,226360.3,2285386.9,98,0,60,38,0,0,25,35,0,38,0,0,35,0,0,11,0,52
2501,2267321.1,21991567.8,414,0,118,296,0,18,60,58,159,119,53,53,58,0,0,53,0,144
2502,329372.2,2137113.2,115,0,54,61,0,0,28,26,22,39,22,0,26,0,0,21,0,46
2503,2959612.2,25620994.0,740,0,306,434,0,0,168,138,130,304,130,0,138,0,0,128,0,344
2504,3069596.5,13484003.7,340,0,123,217,0,32,62,61,56,129,56,0,61,0,0,56,0,167
2505,506169.6,7655563.0,340,0,118,222,62,0,2,54,104,118,52,0,54,0,62,52,0,68
2506,2225635.4,9559473.8,179,6,79,94,0,0,49,30,26,74,26,0,30,0,0,25,0,98
2507,390171.3,3335397.8,127,0,60,67,0,0,36,24,20,47,20,0,24,0,0,19,0,64
2508,583874.5,6379357.3,334,0,135,199,69,0,1,65,65,134,65,0,65,0,69,64,0,71
2509,1886680.5,9172662.6,158,7,56,95,0,0,37,19,48,54,16,16,19,0,0,16,0,75
2510,2735354.8,19912645.2,490,0,129,361,0,0,65,64,177,184,59,59,64,0,0,59,0,190
2511,3262370.2,27981485.8,716,0,234,482,0,0,122,112,208,274,104,0,112,0,0,102,0,294
2513,587155.1,7465970.4,357,0,145,212,65,0,15,65,61,151,61,0,65,0,0,60,0,171
2514,1371430.4,13023382.4,232,0,82,150,0,26,42,40,36,88,36,0,40,0,0,35,0,121
2515,1249341.1,6318061.0,135,11,65,59,0,6,35,30,0,64,0,0,30,0,0,18,0,87
2516,1377431.3,9129741.1,212,0,84,128,0,0,47,37,18,110,0,0,37,18,0,32,0,125
2517,1659311.3,6340068.2,134,2,51,81,25,0,1,25,21,62,21,0,25,0,0,20,0,68
2519,754147.6,10915246.4,374,0,140,234,71,0,1,68,67,167,67,0,68,0,71,66,0,102
2520,307922.0,3384086.5,194,0,86,108,41,0,4,41,36,72,36,0,41,0,0,36,0,81
2521,2200617.6,12944891.6,248,0,87,161,0,0,44,43,38,123,38,0,43,0,0,38,0,129
2522,1771676.5,4525861.5,191,25,75,91,35,0,5,35,0,116,0,0,35,0,0,30,5,121
2523,444677.6,10708172.8,522,0,152,370,67,0,18,67,251,119,63,63,67,0,0,62,0,142
2524,583457.0,4601032.1,238,0,94,144,48,0,1,45,43,101,43,0,45,0,48,43,0,59
2525,832477.3,5224451.6,271,0,101,170,0,0,57,44,78,92,39,0,44,0,0,39,0,110
2526,352365.0,2666102.7,148,0,61,87,30,0,1,30,25,62,25,0,30,0,30,25,0,38
2527,11254063.4,63298340.4,960,44,388,528,0,0,248,140,132,440,132,0,140,0,0,132,0,556
2528,572129.8,6613117.1,324,0,135,189,69,0,1,65,65,124,65,0,65,0,69,64,0,61
2530,1582684.3,8422953.9,216,0,62,154,0,0,32,30,77,77,25,26,30,0,0,25,0,84
2531,269564.0,3577150.9,119,0,46,73,24,0,1,21,19,54,19,0,21,0,24,19,0,36
2532,5061829.4,13077805.8,266,12,98,156,48,10,2,48,38,120,38,0,48,0,0,38,0,142
2533,545696.8,5392233.0,207,0,108,99,0,0,66,42,0,99,0,0,42,0,0,37,0,128
2534,843019.3,10616558.0,417,0,160,257,0,0,93,67,124,133,62,0,67,0,0,62,0,164
2535,1477504.8,10370589.4,324,0,96,228,0,0,50,46,114,114,38,38,46,0,0,36,0,128
2536,605881.4,6700939.9,252,0,98,154,50,0,1,47,46,108,46,0,47,0,50,45,0,64
2537,2483642.2,8572745.5,158,10,66,82,0,0,43,23,19,73,19,0,23,0,0,20,0,96
2538,728274.6,7312192.7,294,0,116,178,59,0,1,56,54,124,54,0,56,0,59,54,0,71
2539,221778.3,2670113.7,105,0,37,68,20,0,1,16,32,36,16,0,16,0,20,15,0,22
2540,666016.4,9894941.0,272,0,154,118,0,12,109,45,0,106,0,0,45,0,0,42,0,185
2541,2969669.8,30153615.2,756,0,222,534,0,0,122,100,272,262,90,90,100,0,0,90,0,294
2542,888199.5,11811462.4,489,0,160,329,0,0,95,65,180,149,60,60,65,0,0,60,0,184
2543,815531.5,15928231.9,378,0,143,235,71,0,1,71,66,169,66,0,71,0,71,66,0,104
2544,447058.0,8697897.5,197,0,70,127,0,0,45,25,84,43,21,21,25,0,0,20,0,68
2545,1399319.6,7478493.0,384,0,138,246,0,0,88,50,146,100,42,42,50,20,0,40,0,148
2546,1820334.4,12670333.0,334,3,99,232,0,0,50,49,141,94,47,47,49,0,0,46,0,98
2547,2303020.4,15676340.7,249,0,90,159,0,6,46,44,39,114,39,0,44,0,0,39,0,127
2548,476867.0,5044815.7,165,0,87,78,0,0,51,36,0,78,0,0,36,0,0,31,0,98
2549,1500179.4,26188573.4,670,0,250,420,124,0,2,124,114,306,114,0,124,0,124,114,0,194
2550,1208776.1,17353359.2,310,0,82,228,0,17,45,37,131,80,32,33,37,0,0,32,0,110
2551,5632993.2,18846166.2,478,18,184,276,0,0,114,70,124,170,62,0,70,0,0,62,0,222
2552,2519962.6,16017698.3,390,0,134,256,0,43,68,66,62,151,62,0,66,0,0,61,0,201
2553,1535787.8,6215949.7,223,0,85,138,0,0,44,41,37,101,37,0,41,0,0,36,0,109
2554,3500414.0,19596373.4,384,0,133,251,0,42,67,66,62,147,62,0,66,0,0,61,0,195
2555,5763024.0,50215333.2,944,0,292,652,0,0,152,140,260,392,130,0,140,0,0,130,0,414
2556,73631.4,685575.8,54,0,25,29,14,0,1,10,10,19,10,0,10,0,0,9,0,25
2557,716840.8,7712319.5,341,0,152,189,0,0,91,61,57,132,57,0,61,0,0,56,0,167
2558,85611.9,1023731.0,68,0,35,33,17,0,1,17,13,20,13,0,17,0,0,12,0,26
2559,1083998.9,9434181.0,235,0,94,141,0,0,51,43,39,102,39,0,43,0,0,38,0,115
2560,343951.7,2686671.5,101,0,43,58,0,0,25,18,26,32,13,0,18,0,0,13,0,44
2561,1162628.3,6273821.9,143,0,58,85,0,1,31,27,22,62,22,0,27,0,0,22,0,72
2562,253812.3,3081956.3,188,0,77,111,40,0,1,36,35,76,0,0,36,0,0,35,0,117
2563,698324.1,9616032.6,272,0,128,144,0,0,81,47,43,101,43,0,47,0,0,42,0,140
2564,769623.4,3050179.3,95,0,39,56,0,0,20,19,15,41,15,0,19,0,0,14,0,47
2565,489436.3,4000541.4,194,0,114,80,0,0,75,39,0,80,0,0,39,0,0,34,0,121
2566,143406.8,1149581.4,80,0,46,34,0,0,37,9,0,34,0,0,9,0,0,0,0,71
2567,284832.0,2795234.6,170,0,79,91,36,0,7,36,31,60,31,0,36,0,0,31,0,72
2568,2849622.2,17682497.0,445,0,117,328,0,0,59,58,160,168,53,54,58,0,0,53,0,174
2569,722072.6,8677992.4,351,0,107,244,54,0,1,52,98,146,49,0,52,0,54,49,0,98
2570,208453.0,2711200.1,168,0,69,99,36,0,1,32,31,68,0,0,32,0,0,31,0,105
2571,2290457.4,8316342.9,121,7,48,66,23,3,2,23,0,70,0,0,23,0,0,18,0,80
2572,5248307.6,22517468.9,375,30,152,193,49,0,5,98,30,193,0,0,98,30,0,44,6,197
2573,262204.6,958138.1,38,0,24,14,0,0,10,14,0,14,0,0,14,0,0,2,0,22
2574,2392122.4,20908429.4,419,0,171,248,0,0,100,71,66,182,66,0,71,0,0,66,0,216
2575,245525.9,2318250.8,114,0,38,76,20,0,1,17,30,46,15,0,17,0,20,15,0,32
